Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
2,3.0,846,1114,1.0,0.0,0.0,19.387,2023,McLaren,,0,1,3,1.0,1.0,90.063,90.296,89.493
3,2.0,857,1114,1.0,0.0,0.0,36.494,2023,McLaren,,0,1,2,1.0,1.0,90.439,90.122,89.458
4,4.0,844,1114,1.0,0.0,0.0,43.998,2023,Ferrari,,0,1,4,1.0,1.0,90.393,89.94,89.542
5,7.0,1,1114,1.0,0.0,0.0,49.376,2023,Mercedes,,0,1,7,1.0,1.0,90.811,90.03999999999999,89.908
6,6.0,832,1114,1.0,0.0,0.0,50.221,2023,Ferrari,,0,1,6,1.0,1.0,90.651,90.06700000000001,89.85
7,8.0,847,1114,1.0,0.0,0.0,57.659,2023,Mercedes,,0,1,8,1.0,1.0,90.811,90.268,90.219
8,10.0,4,1114,1.0,0.0,0.0,74.725,2023,Aston Martin,,0,1,10,1.0,1.0,90.971,90.465,90.56
9,14.0,839,1114,1.0,0.0,0.0,79.678,2023,Alpine,,0,1,14,1.0,0.0,90.96,90.586,
10,12.0,842,1114,1.0,0.0,0.0,83.155,2023,Alpine,,0,1,12,1.0,0.0,90.843,90.509,
11,11.0,859,1114,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,11,1.0,0.0,90.425,90.508,
12,9.0,852,1114,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,9,1.0,1.0,90.733,90.204,90.303
13,19.0,855,1114,1.0,0.0,1.0,,2023,Alfa Romeo,,0,1,19,0.0,0.0,91.398,,
14,18.0,807,1114,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,18,0.0,0.0,91.299,,
15,15.0,825,1114,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,15,1.0,0.0,90.976,90.665,
NC,13.0,848,1114,0.0,1.0,,,2023,Williams,,0,1,13,1.0,0.0,90.941,90.537,
NC,20.0,858,1114,0.0,1.0,,,2023,Williams,,0,1,NC,0.0,0.0,,,
NC,17.0,840,1114,0.0,1.0,,,2023,Aston Martin,,0,1,17,0.0,0.0,91.181,,
NC,5.0,815,1114,0.0,1.0,,,2023,Red Bull Racing,,0,1,5,1.0,1.0,90.652,89.965,89.65
NC,16.0,822,1114,0.0,1.0,,,2023,Alfa Romeo,,0,1,16,0.0,0.0,91.049,,
1,1.0,830,1115,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,85.007,84.483,83.77799999999999
2,6.0,857,1115,1.0,0.0,0.0,4.833,2023,McLaren,,0,1,6,1.0,1.0,85.26599999999999,84.724,84.53999999999999
3,10.0,846,1115,1.0,0.0,0.0,5.969,2023,McLaren,,0,1,10,1.0,1.0,85.131,84.685,
4,2.0,847,1115,1.0,0.0,0.0,34.119,2023,Mercedes,,0,1,2,1.0,1.0,85.334,84.827,84.219
5,5.0,844,1115,1.0,0.0,0.0,38.976,2023,Ferrari,,0,1,5,1.0,1.0,85.452,85.07900000000001,84.424
6,4.0,4,1115,1.0,0.0,0.0,49.032,2023,Aston Martin,,0,1,4,1.0,1.0,85.223,85.241,84.369
7,8.0,839,1115,1.0,0.0,0.0,62.39,2023,Alpine,,0,1,8,1.0,1.0,85.711,84.928,84.763
8,9.0,822,1115,1.0,0.0,0.0,66.563,2023,Alfa Romeo,,0,1,9,1.0,1.0,86.038,85.297,85.05799999999999
9,19.0,855,1115,1.0,0.0,0.0,76.127,2023,Alfa Romeo,,0,1,20,0.0,0.0,87.432,,
10,20.0,815,1115,1.0,0.0,0.0,80.181,2023,Red Bull Racing,,0,1,13,1.0,0.0,85.991,85.462,
11,16.0,840,1115,1.0,0.0,0.0,81.652,2023,Aston Martin,,0,1,17,0.0,0.0,86.345,,
12,7.0,842,1115,1.0,0.0,0.0,82.3,2023,Alpine,,0,1,7,1.0,1.0,85.566,84.918,84.553
13,13.0,848,1115,1.0,0.0,0.0,91.014,2023,Williams,,0,1,14,1.0,0.0,86.118,85.707,
14,18.0,825,1115,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,19,0.0,0.0,87.04599999999999,,
15,11.0,852,1115,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,11,1.0,0.0,86.05799999999999,85.301,
16,14.0,807,1115,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,15,1.0,0.0,85.904,85.783,
17,17.0,859,1115,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,18,0.0,0.0,86.635,,
NC,15.0,858,1115,0.0,1.0,,,2023,Williams,,0,1,16,0.0,0.0,86.21000000000001,,
NC,3.0,1,1115,0.0,1.0,,,2023,Mercedes,,0,1,3,1.0,1.0,86.076,84.381,84.305
NC,12.0,832,1115,0.0,1.0,,,2023,Ferrari,,0,1,12,1.0,0.0,85.80799999999999,85.328,
1,6.0,830,1116,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,6,1.0,1.0,95.346,95.008,95.081
DQ,3.0,1,1116,1.0,0.0,0.0,2.225,2023,Mercedes,,0,1,3,1.0,1.0,95.091,95.24,94.862
2,2.0,846,1116,1.0,0.0,0.0,10.73,2023,McLaren,,0,1,2,1.0,1.0,95.11,95.441,94.853
3,4.0,832,1116,1.0,0.0,0.0,15.134,2023,Ferrari,,0,1,4,1.0,1.0,95.824,95.502,94.945
4,9.0,815,1116,1.0,0.0,0.0,18.46,2023,Red Bull Racing,,0,1,9,1.0,1.0,95.989,95.679,95.173
DQ,1.0,844,1116,1.0,0.0,0.0,24.662,2023,Ferrari,,0,1,1,1.0,1.0,96.061,95.004,94.723
5,5.0,847,1116,1.0,0.0,0.0,24.999,2023,Mercedes,,0,1,5,1.0,1.0,96.165,95.606,95.079
6,7.0,842,1116,1.0,0.0,0.0,47.996,2023,Alpine,,0,1,7,1.0,1.0,96.158,95.496,95.089
7,20.0,840,1116,1.0,0.0,0.0,48.696,2023,Aston Martin,,0,1,19,0.0,0.0,96.589,,
8,11.0,852,1116,1.0,0.0,0.0,74.385,2023,AlphaTauri,,0,1,11,1.0,0.0,95.913,95.697,
9,15.0,848,1116,1.0,0.0,0.0,86.714,2023,Williams,,0,1,18,0.0,0.0,96.315,,
10,16.0,858,1116,1.0,0.0,0.0,87.998,2023,Williams,,0,1,20,0.0,0.0,96.827,,
11,18.0,807,1116,1.0,0.0,0.0,89.904,2023,Haas F1 Team,,0,1,16,0.0,0.0,96.225,,
12,13.0,822,1116,1.0,0.0,0.0,98.601,2023,Alfa Romeo,,0,1,13,1.0,0.0,96.082,95.858,
13,12.0,855,1116,1.0,0.0,1.0,,2023,Alfa Romeo,,0,1,12,1.0,0.0,96.052,95.698,
14,17.0,825,1116,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,14,1.0,0.0,96.009,95.88,
15,14.0,817,1116,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,15,1.0,0.0,96.213,95.974,
NC,19.0,4,1116,0.0,1.0,,,2023,Aston Martin,,0,1,17,0.0,0.0,96.268,,
NC,10.0,857,1116,0.0,1.0,,,2023,McLaren,,0,1,10,1.0,1.0,96.064,95.576,95.467
NC,8.0,839,1116,0.0,1.0,,,2023,Alpine,,0,1,8,1.0,1.0,96.151,95.413,95.154
1,3.0,830,1117,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,3,1.0,1.0,78.099,77.625,77.263
2,6.0,1,1117,1.0,0.0,0.0,13.875,2023,Mercedes,,0,1,6,1.0,1.0,78.67699999999999,77.571,77.45400000000001
3,1.0,844,1117,1.0,0.0,0.0,23.124,2023,Ferrari,,0,1,1,1.0,1.0,78.401,77.901,77.166
4,2.0,832,1117,1.0,0.0,0.0,27.154,2023,Ferrari,,0,1,2,1.0,1.0,78.755,78.382,77.233
5,17.0,846,1117,1.0,0.0,0.0,33.266,2023,McLaren,,0,1,19,0.0,0.0,81.554,,
6,8.0,847,1117,1.0,0.0,0.0,41.02,2023,Mercedes,,0,1,8,1.0,1.0,78.892,77.673,77.674
7,4.0,817,1117,1.0,0.0,0.0,41.57,2023,AlphaTauri,,0,1,4,1.0,1.0,78.34100000000001,77.706,77.382
8,7.0,857,1117,1.0,0.0,0.0,43.104,2023,McLaren,,0,1,7,1.0,1.0,78.241,77.874,77.623
9,14.0,848,1117,1.0,0.0,0.0,48.573,2023,Williams,,0,1,14,1.0,0.0,78.828,79.14699999999999,
10,15.0,839,1117,1.0,0.0,0.0,62.879,2023,Alpine,,0,1,16,0.0,0.0,79.08,,
11,11.0,842,1117,1.0,0.0,0.0,66.208,2023,Alpine,,0,1,11,1.0,0.0,78.945,78.521,
12,18.0,852,1117,1.0,0.0,0.0,78.982,2023,AlphaTauri,,0,1,15,1.0,0.0,78.89,,
13,12.0,807,1117,1.0,0.0,0.0,80.309,2023,Haas F1 Team,,0,1,12,1.0,0.0,78.969,78.524,
14,10.0,855,1117,1.0,0.0,0.0,81.676,2023,Alfa Romeo,,0,1,10,1.0,1.0,79.01599999999999,78.44,78.05
15,9.0,822,1117,1.0,0.0,0.0,85.597,2023,Alfa Romeo,,0,1,9,1.0,1.0,78.429,78.01599999999999,78.032
16,19.0,858,1117,0.0,1.0,,,2023,Williams,,0,1,NC,0.0,0.0,,,
17,20.0,840,1117,0.0,1.0,,,2023,Aston Martin,,0,1,18,0.0,0.0,79.227,,
NC,13.0,4,1117,0.0,1.0,,,2023,Aston Martin,,0,1,13,1.0,0.0,78.848,78.738,
NC,16.0,825,1117,0.0,1.0,,,2023,Haas F1 Team,,0,1,17,0.0,0.0,79.163,,
NC,5.0,815,1117,0.0,1.0,,,2023,Red Bull Racing,,0,1,5,1.0,1.0,78.553,78.124,77.423
1,1.0,830,1118,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,70.436,70.162,70.727
2,6.0,846,1118,1.0,0.0,0.0,8.227,2023,McLaren,,0,1,7,1.0,1.0,70.623,70.021,71.987
3,4.0,4,1118,1.0,0.0,0.0,34.155,2023,Aston Martin,,0,1,4,1.0,1.0,70.557,70.237,71.387
4,9.0,815,1118,1.0,0.0,0.0,34.208,2023,Red Bull Racing,,0,1,9,1.0,1.0,70.668,70.219,72.321
5,3.0,840,1118,1.0,0.0,0.0,40.845,2023,Aston Martin,,0,1,3,1.0,1.0,70.551,70.375,71.344
6,7.0,832,1118,1.0,0.0,0.0,50.188,2023,Ferrari,,0,1,8,1.0,1.0,70.624,70.254,71.989
7,15.0,842,1118,1.0,0.0,0.0,56.093,2023,Alpine,,0,1,13,1.0,0.0,70.793,70.56700000000001,
8,5.0,1,1118,1.0,0.0,0.0,62.859,2023,Mercedes,,0,1,5,1.0,1.0,70.604,70.266,71.469
9,16.0,852,1118,1.0,0.0,0.0,69.88,2023,AlphaTauri,,0,1,16,0.0,0.0,70.837,,
10,14.0,839,1118,1.0,0.0,1.0,,2023,Alpine,,0,1,12,1.0,0.0,70.763,70.562,
11,19.0,858,1118,1.0,0.0,1.0,,2023,Williams,,0,1,19,0.0,0.0,71.035,,
12,11.0,807,1118,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,11,1.0,0.0,70.475,70.547,
13,17.0,817,1118,1.0,0.0,1.0,,2023,AlphaTauri,,0,1,17,0.0,0.0,70.843,,
14,10.0,857,1118,1.0,0.0,2.0,,2023,McLaren,,0,1,10,1.0,1.0,70.519,70.33,
NC,8.0,847,1118,0.0,1.0,,,2023,Mercedes,,0,1,6,1.0,1.0,70.34,70.316,71.59
NC,18.0,822,1118,0.0,1.0,,,2023,Alfa Romeo,,0,1,18,0.0,0.0,70.955,,
NC,20.0,855,1118,0.0,1.0,,,2023,Alfa Romeo,,0,1,20,0.0,0.0,71.275,,
NC,12.0,825,1118,0.0,1.0,,,2023,Haas F1 Team,,0,1,14,1.0,0.0,70.602,70.723,
NC,13.0,848,1118,0.0,1.0,,,2023,Williams,,0,1,15,1.0,0.0,70.621,70.84,
NC,2.0,844,1118,0.0,1.0,,,2023,Ferrari,,0,1,2,1.0,1.0,70.472,70.303,71.021
1,2.0,830,1119,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,3,1.0,1.0,94.19,93.572,93.104
2,1.0,844,1119,1.0,0.0,0.0,2.07,2023,Ferrari,,0,1,1,1.0,1.0,93.617,92.775,92.726
3,11.0,815,1119,1.0,0.0,0.0,2.241,2023,Red Bull Racing,,0,1,12,1.0,0.0,94.574,93.855,
4,16.0,839,1119,1.0,0.0,0.0,18.665,2023,Alpine,,0,1,17,0.0,0.0,94.834,,
5,19.0,840,1119,1.0,0.0,0.0,20.067,2023,Aston Martin,,0,1,14,1.0,0.0,94.504,94.199,
6,12.0,832,1119,1.0,0.0,0.0,20.834,2023,Ferrari,,0,1,2,1.0,1.0,93.851,93.338,92.77
7,10.0,1,1119,1.0,0.0,0.0,21.755,2023,Mercedes,,0,1,11,1.0,0.0,94.307,93.837,
8,3.0,847,1119,1.0,0.0,0.0,23.091,2023,Mercedes,,0,1,4,1.0,1.0,94.137,93.351,93.112
9,9.0,4,1119,1.0,0.0,0.0,25.964,2023,Aston Martin,,0,1,10,1.0,1.0,94.422,93.617,93.555
10,18.0,857,1119,1.0,0.0,0.0,29.496,2023,McLaren,,0,1,19,0.0,0.0,94.85,,
11,4.0,842,1119,1.0,0.0,0.0,34.27,2023,Alpine,,0,1,5,1.0,1.0,94.272,93.494,93.239
12,5.0,848,1119,1.0,0.0,0.0,43.398,2023,Williams,,0,1,6,1.0,1.0,94.634,93.588,93.323
13,8.0,825,1119,1.0,0.0,0.0,44.825,2023,Haas F1 Team,,0,1,9,1.0,1.0,94.337,93.664,93.537
14,14.0,817,1119,1.0,0.0,0.0,48.525,2023,AlphaTauri,,0,1,15,1.0,0.0,94.683,94.308,
15,17.0,855,1119,1.0,0.0,0.0,50.162,2023,Alfa Romeo,,0,1,18,0.0,0.0,94.849,,
16,6.0,858,1119,1.0,0.0,0.0,50.882,2023,Williams,,0,1,7,1.0,1.0,94.525,93.733,93.513
17,7.0,822,1119,1.0,0.0,0.0,85.35,2023,Alfa Romeo,,0,1,8,1.0,1.0,94.505,93.809,93.525
18,20.0,852,1119,0.0,1.0,,,2023,AlphaTauri,,0,1,20,0.0,0.0,96.447,,
19,13.0,807,1119,0.0,1.0,,,2023,Haas F1 Team,,0,1,13,1.0,0.0,94.265,93.979,
NC,15.0,846,1119,0.0,1.0,,,2023,McLaren,,0,1,16,0.0,0.0,94.703,,
1,1.0,830,1120,1.0,0.0,0.0,0.0,2023,Red Bull Racing,,0,1,1,1.0,1.0,84.16,83.74,83.445
2,2.0,844,1120,1.0,0.0,0.0,17.993,2023,Ferrari,,0,1,2,1.0,1.0,84.459,83.969,83.584
3,4.0,847,1120,1.0,0.0,0.0,20.328,2023,Mercedes,,0,1,4,1.0,1.0,84.337,84.013,83.788
4,9.0,815,1120,1.0,0.0,0.0,21.453,2023,Red Bull Racing,,0,1,9,1.0,1.0,84.209,84.116,84.17099999999999
5,5.0,846,1120,1.0,0.0,0.0,24.284,2023,McLaren,,0,1,5,1.0,1.0,84.368,83.92,83.816
6,3.0,857,1120,1.0,0.0,0.0,31.487,2023,McLaren,,0,1,3,1.0,1.0,84.487,84.27799999999999,83.782
7,7.0,4,1120,1.0,0.0,0.0,39.512,2023,Aston Martin,,0,1,7,1.0,1.0,84.501,84.131,84.084
8,6.0,852,1120,1.0,0.0,0.0,43.088,2023,AlphaTauri,,0,1,6,1.0,1.0,84.286,84.207,83.968
9,11.0,1,1120,1.0,0.0,0.0,44.424,2023,Mercedes,,0,1,11,1.0,0.0,84.437,84.35900000000001,
10,13.0,840,1120,1.0,0.0,0.0,55.632,2023,Aston Martin,,0,1,13,1.0,0.0,84.405,84.422,
11,15.0,817,1120,1.0,0.0,0.0,56.229,2023,AlphaTauri,,0,1,15,1.0,0.0,84.461,84.44200000000001,
12,12.0,839,1120,1.0,0.0,0.0,66.373,2023,Alpine,,0,1,12,1.0,0.0,84.565,84.39099999999999,
13,10.0,842,1120,1.0,0.0,0.0,70.36,2023,Alpine,,0,1,10,1.0,1.0,84.6,84.078,84.578
14,14.0,848,1120,1.0,0.0,0.0,73.184,2023,Williams,,0,1,14,1.0,0.0,84.298,84.439,
15,8.0,807,1120,1.0,0.0,0.0,83.696,2023,Haas F1 Team,,0,1,8,1.0,1.0,84.425,84.213,84.108
16,20.0,858,1120,1.0,0.0,0.0,87.791,2023,Williams,,0,1,NC,0.0,0.0,,,
17,19.0,855,1120,1.0,0.0,0.0,89.422,2023,Alfa Romeo,,0,1,19,0.0,0.0,85.15899999999999,,
18,16.0,832,1120,0.0,1.0,,,2023,Ferrari,,0,1,16,0.0,0.0,84.738,,
19,18.0,822,1120,1.0,0.0,1.0,,2023,Alfa Romeo,,0,1,18,0.0,0.0,84.788,,
20,17.0,825,1120,1.0,0.0,1.0,,2023,Haas F1 Team,,0,1,17,0.0,0.0,84.764,,
1,1.0,830,1121,1.0,0.0,0.0,0.0,2024,Red Bull Racing,Bahrain,0,1,1,1.0,1.0,90.031,89.374,89.179
2,5.0,815,1121,1.0,0.0,0.0,22.457,2024,Red Bull Racing,Bahrain,0,1,5,1.0,1.0,90.221,89.932,89.537
3,4.0,832,1121,1.0,0.0,0.0,25.11,2024,Ferrari,Bahrain,0,1,4,1.0,1.0,89.90899999999999,89.57300000000001,89.507
4,2.0,844,1121,1.0,0.0,0.0,39.669,2024,Ferrari,Bahrain,0,1,2,1.0,1.0,90.243,89.16499999999999,89.407
5,3.0,847,1121,1.0,0.0,0.0,46.788,2024,Mercedes,Bahrain,0,1,3,1.0,1.0,90.35,89.922,89.485
6,7.0,846,1121,1.0,0.0,0.0,48.458,2024,McLaren,Bahrain,0,1,7,1.0,1.0,90.143,89.941,89.614
7,9.0,1,1121,1.0,0.0,0.0,50.324,2024,Mercedes,Bahrain,0,1,9,1.0,1.0,90.451,89.718,89.71000000000001
8,8.0,857,1121,1.0,0.0,0.0,56.082,2024,McLaren,Bahrain,0,1,8,1.0,1.0,90.531,90.122,89.68299999999999
9,6.0,4,1121,1.0,0.0,0.0,74.887,2024,Aston Martin,Bahrain,0,1,6,1.0,1.0,90.179,89.801,89.542
10,12.0,840,1121,1.0,0.0,0.0,93.216,2024,Aston Martin,Bahrain,0,1,12,1.0,0.0,89.965,90.2,
11,17.0,855,1121,1.0,0.0,1.0,,2024,Kick Sauber,Bahrain,0,1,17,0.0,0.0,90.757,,
12,15.0,825,1121,1.0,0.0,1.0,,2024,Haas,Bahrain,0,1,15,1.0,0.0,90.646,90.529,
13,14.0,817,1121,1.0,0.0,1.0,,2024,RB,Bahrain,0,1,14,1.0,0.0,90.562,90.278,
14,11.0,852,1121,1.0,0.0,1.0,,2024,RB,Bahrain,0,1,11,1.0,0.0,90.481,90.129,
15,13.0,848,1121,1.0,0.0,1.0,,2024,Williams,Bahrain,0,1,13,1.0,0.0,90.397,90.221,
16,10.0,807,1121,1.0,0.0,1.0,,2024,Haas,Bahrain,0,1,10,1.0,1.0,90.566,89.851,90.502
17,19.0,839,1121,1.0,0.0,1.0,,2024,Alpine,Bahrain,0,1,19,0.0,0.0,90.793,,
18,20.0,842,1121,1.0,0.0,1.0,,2024,Alpine,Bahrain,0,1,20,0.0,0.0,90.948,,
19,16.0,822,1121,1.0,0.0,1.0,,2024,Kick Sauber,Bahrain,0,1,16,0.0,0.0,90.756,,
20,18.0,858,1121,1.0,0.0,2.0,,2024,Williams,Bahrain,0,1,18,0.0,0.0,90.77,,
1,1.0,830,1122,1.0,0.0,0.0,0.0,2024,Red Bull Racing,Saudi Arabia,0,1,1,1.0,1.0,88.17099999999999,88.033,87.47200000000001
2,3.0,815,1122,1.0,0.0,0.0,13.643,2024,Red Bull Racing,Saudi Arabia,0,1,3,1.0,1.0,88.638,88.467,87.807
3,2.0,844,1122,1.0,0.0,0.0,18.639,2024,Ferrari,Saudi Arabia,0,1,2,1.0,1.0,88.318,88.112,87.791
4,5.0,857,1122,1.0,0.0,0.0,32.007,2024,McLaren,Saudi Arabia,0,1,5,1.0,1.0,88.755,88.343,88.089
5,4.0,4,1122,1.0,0.0,0.0,35.759,2024,Aston Martin,Saudi Arabia,0,1,4,1.0,1.0,88.706,88.122,87.846
6,7.0,847,1122,1.0,0.0,0.0,39.936,2024,Mercedes,Saudi Arabia,0,1,7,1.0,1.0,88.749,88.44800000000001,88.316
7,11.0,860,1122,1.0,0.0,0.0,42.679,2024,Haas,Saudi Arabia,0,1,11,1.0,0.0,88.98400000000001,88.642,
8,6.0,846,1122,1.0,0.0,0.0,45.708,2024,McLaren,Saudi Arabia,0,1,6,1.0,1.0,88.805,88.479,88.132
9,8.0,1,1122,1.0,0.0,0.0,47.391,2024,Mercedes,Saudi Arabia,0,1,8,1.0,1.0,88.994,88.606,88.46000000000001
10,15.0,807,1122,1.0,0.0,0.0,76.996,2024,Haas,Saudi Arabia,0,1,15,1.0,0.0,89.055,,
11,12.0,848,1122,1.0,0.0,0.0,88.354,2024,Williams,Saudi Arabia,0,1,12,1.0,0.0,89.107,88.98,
12,13.0,825,1122,1.0,0.0,0.0,105.737,2024,Haas,Saudi Arabia,0,1,13,1.0,0.0,88.069,89.02,
13,17.0,839,1122,1.0,0.0,1.0,,2024,Alpine,Saudi Arabia,0,1,17,0.0,0.0,89.475,,
14,19.0,858,1122,1.0,0.0,1.0,,2024,Williams,Saudi Arabia,0,1,19,0.0,0.0,89.526,,
15,9.0,852,1122,1.0,0.0,1.0,,2024,RB,Saudi Arabia,0,1,9,1.0,1.0,88.988,88.564,88.547
16,14.0,817,1122,1.0,0.0,1.0,,2024,RB,Saudi Arabia,0,1,14,1.0,0.0,89.065,89.025,
17,16.0,822,1122,1.0,0.0,1.0,,2024,Kick Sauber,Saudi Arabia,0,1,16,0.0,0.0,89.179,,
18,20.0,855,1122,1.0,0.0,1.0,,2024,Kick Sauber,Saudi Arabia,0,1,NC,0.0,0.0,,,
NC,10.0,840,1122,0.0,1.0,,,2024,Aston Martin,Saudi Arabia,0,1,10,1.0,1.0,88.25,88.578,88.572
NC,18.0,842,1122,0.0,1.0,,,2024,Alpine,Saudi Arabia,0,1,18,0.0,0.0,89.479,,
1,2.0,832,1123,1.0,0.0,0.0,0.0,2024,Ferrari,Australia,0,1,2,1.0,1.0,76.731,76.189,76.185
2,4.0,844,1123,1.0,0.0,0.0,2.366,2024,Ferrari,Australia,0,1,5,1.0,1.0,76.98400000000001,76.304,76.435
3,3.0,846,1123,1.0,0.0,0.0,5.904,2024,McLaren,Australia,0,1,4,1.0,1.0,77.43,76.75,76.315
4,5.0,857,1123,1.0,0.0,0.0,35.77,2024,McLaren,Australia,0,1,6,1.0,1.0,77.369,76.601,76.572
5,6.0,815,1123,1.0,0.0,0.0,56.309,2024,Red Bull Racing,Australia,0,1,3,1.0,1.0,76.805,76.631,76.274
6,9.0,840,1123,1.0,0.0,0.0,93.222,2024,Aston Martin,Australia,0,1,9,1.0,1.0,77.376,76.78,77.072
7,8.0,852,1123,1.0,0.0,0.0,95.601,2024,RB,Australia,0,1,8,1.0,1.0,77.356,76.791,76.788
8,10.0,4,1123,1.0,0.0,0.0,100.992,2024,Aston Martin,Australia,0,1,10,1.0,1.0,76.991,76.71000000000001,77.55199999999999
9,16.0,807,1123,1.0,0.0,0.0,104.553,2024,Haas,Australia,0,1,16,0.0,0.0,77.976,,
10,14.0,825,1123,1.0,0.0,1.0,,2024,Haas,Australia,0,1,14,1.0,0.0,77.709,77.42699999999999,
11,12.0,848,1123,1.0,0.0,1.0,,2024,Williams,Australia,0,1,12,1.0,0.0,77.13,77.167,
12,18.0,817,1123,1.0,0.0,1.0,,2024,RB,Australia,0,1,18,0.0,0.0,78.08500000000001,,
13,17.0,842,1123,1.0,0.0,1.0,,2024,Alpine,Australia,0,1,17,0.0,0.0,77.982,,
14,13.0,822,1123,1.0,0.0,1.0,,2024,Kick Sauber,Australia,0,1,13,1.0,0.0,77.543,77.34,
15,19.0,855,1123,1.0,0.0,1.0,,2024,Kick Sauber,Australia,0,1,19,0.0,0.0,78.188,,
16,15.0,839,1123,1.0,0.0,1.0,,2024,Alpine,Australia,0,1,15,1.0,0.0,77.617,77.697,
17,7.0,847,1123,0.0,1.0,,,2024,Mercedes,Australia,0,1,7,1.0,1.0,77.062,76.901,76.724
NC,11.0,1,1123,0.0,1.0,,,2024,Mercedes,Australia,0,1,11,1.0,0.0,77.499,76.96000000000001,
NC,1.0,830,1123,0.0,1.0,,,2024,Red Bull Racing,Australia,0,1,1,1.0,1.0,76.819,76.387,75.91499999999999
NC,,858,1123,0.0,1.0,,,2024,Williams,Australia,0,1,,,,,,
1,1.0,830,1124,1.0,0.0,0.0,0.0,2024,Red Bull Racing,Japan,0,1,1,1.0,1.0,88.866,88.74,88.197
2,2.0,815,1124,1.0,0.0,0.0,12.535,2024,Red Bull Racing,Japan,0,1,2,1.0,1.0,89.303,88.752,88.263
3,4.0,832,1124,1.0,0.0,0.0,20.866,2024,Ferrari,Japan,0,1,4,1.0,1.0,89.513,89.099,88.682
4,8.0,844,1124,1.0,0.0,0.0,26.522,2024,Ferrari,Japan,0,1,8,1.0,1.0,89.338,89.196,88.786
5,3.0,846,1124,1.0,0.0,0.0,29.7,2024,McLaren,Japan,0,1,3,1.0,1.0,89.536,88.94,88.489
6,5.0,4,1124,1.0,0.0,0.0,44.272,2024,Aston Martin,Japan,0,1,5,1.0,1.0,89.254,89.082,88.686
7,9.0,847,1124,1.0,0.0,0.0,45.951,2024,Mercedes,Japan,0,1,9,1.0,1.0,89.799,88.14,89.008
8,6.0,857,1124,1.0,0.0,0.0,47.525,2024,McLaren,Japan,0,1,6,1.0,1.0,89.425,89.148,88.76
9,7.0,1,1124,1.0,0.0,0.0,48.626,2024,Mercedes,Japan,0,1,7,1.0,1.0,89.661,88.887,88.76599999999999
10,10.0,852,1124,1.0,0.0,1.0,,2024,RB,Japan,0,1,10,1.0,1.0,89.775,89.417,89.413
11,12.0,807,1124,1.0,0.0,1.0,,2024,Haas,Japan,0,1,12,1.0,0.0,89.821,89.494,
12,16.0,840,1124,1.0,0.0,1.0,,2024,Aston Martin,Japan,0,1,16,0.0,0.0,90.024,,
13,18.0,825,1124,1.0,0.0,1.0,,2024,Haas,Japan,0,1,18,0.0,0.0,90.131,,
14,13.0,822,1124,1.0,0.0,1.0,,2024,Kick Sauber,Japan,0,1,13,1.0,0.0,89.602,89.593,
15,15.0,839,1124,1.0,0.0,1.0,,2024,Alpine,Japan,0,1,15,1.0,0.0,89.811,89.816,
16,17.0,842,1124,1.0,0.0,1.0,,2024,Alpine,Japan,0,1,17,0.0,0.0,90.119,,
17,19.0,858,1124,1.0,0.0,1.0,,2024,Williams,Japan,0,1,19,0.0,0.0,90.139,,
NC,20.0,855,1124,0.0,1.0,,,2024,Kick Sauber,Japan,0,1,20,0.0,0.0,90.143,,
NC,11.0,817,1124,0.0,1.0,,,2024,RB,Japan,0,1,11,1.0,0.0,89.727,89.47200000000001,
NC,14.0,848,1124,0.0,1.0,,,2024,Williams,Japan,0,1,14,1.0,0.0,89.963,89.714,
1,1.0,830,1125,1.0,0.0,0.0,0.0,2024,Red Bull Racing,China,0,1,1,1.0,1.0,94.742,93.794,93.66
2,4.0,846,1125,1.0,0.0,0.0,13.773,2024,McLaren,China,0,1,4,1.0,1.0,94.842,94.46,94.165
3,2.0,815,1125,1.0,0.0,0.0,19.16,2024,Red Bull Racing,China,0,1,2,1.0,1.0,95.457,94.026,93.982
4,6.0,844,1125,1.0,0.0,0.0,23.623,2024,Ferrari,China,0,1,6,1.0,1.0,94.797,94.399,94.289
