Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
2,1.0,1,1053,1.0,0.0,0.0,22.0,2021,Mercedes,,0,1,1.0,1.0,1.0,74.82300000000001,74.81700000000001,74.411
3,7.0,846,1053,1.0,0.0,0.0,23.702,2021,McLaren,,0,1,7.0,1.0,1.0,75.009,74.718,74.875
4,4.0,844,1053,1.0,0.0,0.0,25.579,2021,Ferrari,,0,1,4.0,1.0,1.0,75.413,74.80799999999999,74.74
5,11.0,832,1053,1.0,0.0,0.0,27.036,2021,Ferrari,,0,1,11.0,1.0,0.0,75.406,75.199,
6,6.0,817,1053,1.0,0.0,0.0,51.22,2021,McLaren,,0,1,6.0,1.0,1.0,75.669,75.033,74.826
7,5.0,842,1053,1.0,0.0,0.0,52.818,2021,AlphaTauri,,0,1,5.0,1.0,1.0,75.548,74.92699999999999,74.78999999999999
8,10.0,840,1053,1.0,0.0,0.0,56.909,2021,Aston Martin,,0,1,10.0,1.0,0.0,75.522,75.138,
9,9.0,839,1053,1.0,0.0,0.0,65.704,2021,Alpine,,0,1,9.0,1.0,1.0,75.385,75.117,75.21000000000001
10,15.0,4,1053,1.0,0.0,0.0,66.561,2021,Alpine,,0,1,15.0,1.0,0.0,75.832,75.593,
11,2.0,815,1053,1.0,0.0,0.0,67.151,2021,Red Bull Racing,,0,1,2.0,1.0,1.0,75.395,74.716,74.446
12,20.0,852,1053,1.0,0.0,0.0,73.184,2021,AlphaTauri,,0,1,20.0,0.0,0.0,,,
13,16.0,8,1053,1.0,0.0,0.0,94.773,2021,Alfa Romeo,,0,1,16.0,0.0,0.0,75.974,,
14,17.0,841,1053,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,17.0,0.0,0.0,76.122,,
15,13.0,20,1053,0.0,1.0,,,2021,Aston Martin,,0,1,13.0,1.0,0.0,75.459,75.394,
16,18.0,854,1053,1.0,0.0,2.0,,2021,Haas,,0,1,18.0,0.0,0.0,76.279,,
17,19.0,853,1053,1.0,0.0,2.0,,2021,Haas,,0,1,19.0,0.0,0.0,76.797,,
NC,8.0,822,1053,0.0,1.0,,,2021,Mercedes,,0,1,8.0,1.0,1.0,74.672,74.905,74.898
NC,12.0,847,1053,0.0,1.0,,,2021,Williams,,0,1,12.0,1.0,0.0,75.826,75.261,
NC,14.0,849,1053,0.0,1.0,,,2021,Williams,,0,1,14.0,1.0,0.0,75.653,75.593,
1,2.0,1,1054,1.0,0.0,0.0,0.0,2021,Mercedes,,0,1,2.0,1.0,1.0,78.857,77.968,78.355
2,3.0,830,1054,1.0,0.0,0.0,29.148,2021,Red Bull Racing,,0,1,3.0,1.0,1.0,79.485,78.65,78.746
3,1.0,822,1054,1.0,0.0,0.0,33.53,2021,Mercedes,,0,1,1.0,1.0,1.0,78.72200000000001,78.458,78.348
4,4.0,815,1054,1.0,0.0,0.0,39.735,2021,Red Bull Racing,,0,1,4.0,1.0,1.0,79.337,78.845,78.89
5,7.0,846,1054,1.0,0.0,0.0,51.369,2021,McLaren,,0,1,7.0,1.0,1.0,78.794,78.481,79.116
6,8.0,844,1054,1.0,0.0,0.0,55.781,2021,Ferrari,,0,1,8.0,1.0,1.0,79.373,78.769,79.306
7,6.0,839,1054,1.0,0.0,0.0,63.749,2021,Alpine,,0,1,6.0,1.0,1.0,79.092,78.586,79.042
8,13.0,4,1054,1.0,0.0,0.0,64.808,2021,Alpine,,0,1,13.0,1.0,0.0,79.72800000000001,79.456,
9,16.0,817,1054,1.0,0.0,0.0,75.369,2021,McLaren,,0,1,16.0,0.0,0.0,79.839,,
10,9.0,842,1054,1.0,0.0,0.0,76.463,2021,AlphaTauri,,0,1,9.0,1.0,1.0,79.464,79.05199999999999,79.475
11,5.0,832,1054,1.0,0.0,0.0,78.955,2021,Ferrari,,0,1,5.0,1.0,1.0,79.309,78.813,79.039
12,12.0,841,1054,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,12.0,1.0,0.0,79.41,79.21600000000001,
13,10.0,20,1054,1.0,0.0,1.0,,2021,Aston Martin,,0,1,10.0,1.0,1.0,79.40299999999999,78.97,79.65899999999999
14,17.0,840,1054,1.0,0.0,1.0,,2021,Aston Martin,,0,1,17.0,0.0,0.0,79.913,,
15,14.0,852,1054,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,14.0,1.0,0.0,79.684,79.463,
16,11.0,847,1054,1.0,0.0,1.0,,2021,Williams,,0,1,11.0,1.0,0.0,79.797,79.10900000000001,
17,19.0,854,1054,1.0,0.0,2.0,,2021,Haas,,0,1,19.0,0.0,0.0,80.452,,
18,18.0,849,1054,1.0,0.0,2.0,,2021,Williams,,0,1,18.0,0.0,0.0,80.285,,
19,20.0,853,1054,1.0,0.0,2.0,,2021,Haas,,0,1,20.0,0.0,0.0,80.912,,
NC,15.0,8,1054,0.0,1.0,,,2021,Alfa Romeo,,0,1,15.0,1.0,0.0,79.748,79.812,
1,1.0,1,1055,1.0,0.0,0.0,0.0,2021,Mercedes,,0,1,1.0,1.0,1.0,78.245,77.166,76.741
2,2.0,830,1055,1.0,0.0,0.0,15.841,2021,Red Bull Racing,,0,1,2.0,1.0,1.0,78.09,76.922,76.777
3,3.0,822,1055,1.0,0.0,0.0,26.61,2021,Mercedes,,0,1,3.0,1.0,1.0,78.005,77.142,76.873
4,4.0,844,1055,1.0,0.0,0.0,54.616,2021,Ferrari,,0,1,4.0,1.0,1.0,78.041,77.717,77.51
5,8.0,815,1055,1.0,0.0,0.0,63.671,2021,Red Bull Racing,,0,1,8.0,1.0,1.0,78.203,77.669,77.701
6,7.0,817,1055,1.0,0.0,0.0,73.768,2021,McLaren,,0,1,7.0,1.0,1.0,78.264,77.719,77.622
7,6.0,832,1055,1.0,0.0,0.0,74.67,2021,Ferrari,,0,1,6.0,1.0,1.0,78.205,77.656,77.62
8,9.0,846,1055,1.0,0.0,1.0,,2021,McLaren,,0,1,9.0,1.0,1.0,77.821,77.696,78.01
9,5.0,839,1055,1.0,0.0,1.0,,2021,Alpine,,0,1,5.0,1.0,1.0,78.281,77.743,77.58
10,12.0,842,1055,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,12.0,1.0,0.0,78.19,77.982,
11,11.0,840,1055,1.0,0.0,1.0,,2021,Aston Martin,,0,1,11.0,1.0,0.0,78.241,77.974,
12,17.0,8,1055,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,17.0,0.0,0.0,78.917,,
13,13.0,20,1055,1.0,0.0,1.0,,2021,Aston Martin,,0,1,13.0,1.0,0.0,78.289,78.07900000000001,
14,15.0,847,1055,1.0,0.0,1.0,,2021,Williams,,0,1,15.0,1.0,0.0,78.445,79.154,
15,14.0,841,1055,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,14.0,1.0,0.0,78.549,78.356,
16,19.0,849,1055,1.0,0.0,1.0,,2021,Williams,,0,1,19.0,0.0,0.0,79.219,,
17,10.0,4,1055,1.0,0.0,1.0,,2021,Alpine,,0,1,10.0,1.0,1.0,78.281,77.96600000000001,78.14699999999999
18,18.0,854,1055,1.0,0.0,2.0,,2021,Haas,,0,1,18.0,0.0,0.0,79.117,,
19,20.0,853,1055,1.0,0.0,2.0,,2021,Haas,,0,1,20.0,0.0,0.0,79.807,,
NC,16.0,852,1055,0.0,1.0,,,2021,AlphaTauri,,0,1,16.0,0.0,0.0,78.556,,
1,2.0,830,1056,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,0,1,2.0,1.0,1.0,71.124,70.65,70.576
2,4.0,832,1056,1.0,0.0,0.0,8.968,2021,Ferrari,,0,1,4.0,1.0,1.0,71.324,70.806,70.611
3,5.0,846,1056,1.0,0.0,0.0,19.427,2021,McLaren,,0,1,5.0,1.0,1.0,71.321,71.031,70.62
4,9.0,815,1056,1.0,0.0,0.0,20.49,2021,Red Bull Racing,,0,1,9.0,1.0,1.0,71.644,71.019,71.57300000000001
5,8.0,20,1056,1.0,0.0,0.0,52.591,2021,Aston Martin,,0,1,8.0,1.0,1.0,72.078,71.309,71.419
6,6.0,842,1056,1.0,0.0,0.0,53.896,2021,AlphaTauri,,0,1,6.0,1.0,1.0,71.56,71.179,70.9
7,7.0,1,1056,1.0,0.0,0.0,68.231,2021,Mercedes,,0,1,7.0,1.0,1.0,71.622,71.116,71.095
8,13.0,840,1056,1.0,0.0,1.0,,2021,Aston Martin,,0,1,13.0,1.0,0.0,71.979,71.6,
9,11.0,839,1056,1.0,0.0,1.0,,2021,Alpine,,0,1,11.0,1.0,0.0,71.74,71.486,
10,10.0,841,1056,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,10.0,1.0,1.0,71.658,71.409,71.779
11,14.0,8,1056,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,14.0,1.0,0.0,71.899,71.642,
12,12.0,817,1056,1.0,0.0,1.0,,2021,McLaren,,0,1,12.0,1.0,0.0,71.747,71.598,
13,17.0,4,1056,1.0,0.0,1.0,,2021,Alpine,,0,1,17.0,0.0,0.0,72.205,,
14,15.0,847,1056,1.0,0.0,1.0,,2021,Williams,,0,1,15.0,1.0,0.0,72.016,71.83,
15,18.0,849,1056,1.0,0.0,1.0,,2021,Williams,,0,1,18.0,0.0,0.0,72.366,,
16,16.0,852,1056,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,16.0,0.0,0.0,72.096,,
17,19.0,853,1056,1.0,0.0,3.0,,2021,Haas,,0,1,19.0,0.0,0.0,72.958,,
18,20.0,854,1056,1.0,0.0,3.0,,2021,Haas,,0,1,,,,,,
NC,3.0,822,1056,0.0,1.0,,,2021,Mercedes,,0,1,3.0,1.0,1.0,70.938,70.695,70.601
NC,1.0,844,1056,0.0,1.0,,,2021,Ferrari,,0,1,1.0,1.0,1.0,71.113,70.597,70.346
1,6.0,815,1057,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,0,1,7.0,1.0,1.0,101.968,101.63,101.917
2,11.0,20,1057,1.0,0.0,0.0,1.385,2021,Aston Martin,,0,1,11.0,1.0,0.0,102.46,102.224,
3,4.0,842,1057,1.0,0.0,0.0,2.762,2021,AlphaTauri,,0,1,4.0,1.0,1.0,102.288,101.932,101.565
4,1.0,844,1057,1.0,0.0,0.0,3.828,2021,Ferrari,,0,1,1.0,1.0,1.0,102.241,101.659,101.218
5,9.0,846,1057,1.0,0.0,0.0,4.754,2021,McLaren,,0,1,6.0,1.0,1.0,102.167,101.813,101.747
6,8.0,4,1057,1.0,0.0,0.0,6.382,2021,Alpine,,0,1,9.0,1.0,1.0,102.934,102.195,102.327
7,7.0,852,1057,1.0,0.0,0.0,6.624,2021,AlphaTauri,,0,1,8.0,1.0,1.0,102.521,101.654,102.211
8,5.0,832,1057,1.0,0.0,0.0,7.709,2021,Ferrari,,0,1,5.0,1.0,1.0,102.121,101.74,101.576
9,13.0,817,1057,1.0,0.0,0.0,8.874,2021,McLaren,,0,1,13.0,1.0,0.0,102.304,102.558,
10,14.0,8,1057,1.0,0.0,0.0,9.576,2021,Alfa Romeo,,0,1,14.0,1.0,0.0,102.923,102.587,
11,20.0,841,1057,1.0,0.0,0.0,10.254,2021,Alfa Romeo,,0,1,20.0,0.0,0.0,,,
12,10.0,822,1057,1.0,0.0,0.0,11.264,2021,Mercedes,,0,1,10.0,1.0,1.0,102.701,102.106,102.659
13,17.0,854,1057,1.0,0.0,0.0,14.241,2021,Haas,,0,1,17.0,0.0,0.0,104.158,,
14,18.0,853,1057,1.0,0.0,0.0,14.315,2021,Haas,,0,1,18.0,0.0,0.0,104.238,,
15,2.0,1,1057,1.0,0.0,0.0,17.668,2021,Mercedes,,0,1,2.0,1.0,1.0,101.545,101.634,101.45
16,16.0,849,1057,1.0,0.0,0.0,42.379,2021,Williams,,0,1,16.0,0.0,0.0,103.128,,
17,15.0,847,1057,0.0,1.0,,,2021,Williams,,0,1,15.0,1.0,0.0,102.728,102.758,
18,3.0,830,1057,0.0,1.0,,,2021,Red Bull Racing,,0,1,3.0,1.0,1.0,101.76,101.625,101.563
NC,19.0,840,1057,0.0,1.0,,,2021,Aston Martin,,0,1,19.0,0.0,0.0,,,
NC,12.0,839,1057,0.0,1.0,,,2021,Alpine,,0,1,12.0,1.0,0.0,102.426,102.273,
1,1.0,830,1059,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,0,1,1.0,1.0,1.0,91.001,91.08,89.99
2,2.0,1,1059,1.0,0.0,0.0,2.904,2021,Mercedes,,0,1,2.0,1.0,1.0,91.237,90.788,90.248
3,4.0,815,1059,1.0,0.0,0.0,8.811,2021,Red Bull Racing,,0,1,4.0,1.0,1.0,91.56,90.971,90.445
4,3.0,822,1059,1.0,0.0,0.0,14.618,2021,Mercedes,,0,1,3.0,1.0,1.0,91.669,90.735,90.376
5,8.0,846,1059,1.0,0.0,0.0,64.032,2021,McLaren,,0,1,8.0,1.0,1.0,91.733,91.542,91.252
6,10.0,817,1059,1.0,0.0,0.0,75.857,2021,McLaren,,0,1,10.0,1.0,1.0,92.181,91.615,91.382
7,6.0,842,1059,1.0,0.0,0.0,76.596,2021,AlphaTauri,,0,1,6.0,1.0,1.0,91.898,91.353,90.868
8,9.0,4,1059,1.0,0.0,0.0,77.695,2021,Alpine,,0,1,9.0,1.0,1.0,92.158,91.549,91.34
9,12.0,20,1059,1.0,0.0,0.0,79.666,2021,Aston Martin,,0,1,12.0,1.0,0.0,92.132,91.767,
10,19.0,840,1059,1.0,0.0,0.0,91.946,2021,Aston Martin,,0,1,19.0,0.0,0.0,,,
11,5.0,832,1059,1.0,0.0,0.0,99.337,2021,Ferrari,,0,1,5.0,1.0,1.0,92.079,91.146,90.84
12,14.0,847,1059,1.0,0.0,1.0,,2021,Williams,,0,1,14.0,1.0,0.0,93.06,92.065,
13,20.0,852,1059,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,20.0,0.0,0.0,,,
14,11.0,839,1059,1.0,0.0,1.0,,2021,Alpine,,0,1,11.0,1.0,0.0,92.139,91.736,
15,13.0,841,1059,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,13.0,1.0,0.0,92.722,91.813,
16,7.0,844,1059,1.0,0.0,1.0,,2021,Ferrari,,0,1,7.0,1.0,1.0,92.209,91.567,90.987
17,17.0,8,1059,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,17.0,0.0,0.0,93.354,,
18,16.0,849,1059,1.0,0.0,1.0,,2021,Williams,,0,1,16.0,0.0,0.0,93.062,,
19,15.0,854,1059,1.0,0.0,1.0,,2021,Haas,,0,1,15.0,0.0,0.0,92.942,,
20,18.0,853,1059,1.0,0.0,1.0,,2021,Haas,,0,1,18.0,0.0,0.0,93.554,,
1,1.0,830,1058,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,1,1,1.0,1.0,1.0,64.489,64.43299999999999,63.841
2,2.0,1,1058,1.0,0.0,0.0,35.743,2021,Mercedes,,1,1,3.0,1.0,1.0,64.672,64.512,64.06700000000001
3,5.0,822,1058,1.0,0.0,0.0,46.907,2021,Mercedes,,1,1,2.0,1.0,1.0,64.537,64.443,64.035
4,4.0,815,1058,1.0,0.0,0.0,47.434,2021,Red Bull Racing,,1,1,5.0,1.0,1.0,64.638,64.197,64.168
5,3.0,846,1058,1.0,0.0,1.0,,2021,McLaren,,1,1,4.0,1.0,1.0,64.584,64.298,64.12
6,12.0,832,1058,1.0,0.0,1.0,,2021,Ferrari,,1,1,12.0,1.0,0.0,64.859,64.8,
7,7.0,844,1058,1.0,0.0,1.0,,2021,Ferrari,,1,1,7.0,1.0,1.0,64.745,64.646,64.472
8,9.0,840,1058,1.0,0.0,1.0,,2021,Aston Martin,,1,1,10.0,1.0,1.0,64.821,64.663,64.708
9,8.0,4,1058,1.0,0.0,1.0,,2021,Alpine,,1,1,9.0,1.0,1.0,64.971,64.582,64.574
10,11.0,852,1058,1.0,0.0,1.0,,2021,AlphaTauri,,1,1,8.0,1.0,1.0,64.608,64.631,64.514
11,18.0,8,1058,1.0,0.0,1.0,,2021,Alfa Romeo,,1,1,18.0,0.0,0.0,65.429,,
12,14.0,20,1058,1.0,0.0,1.0,,2021,Aston Martin,,1,1,14.0,1.0,0.0,65.051,64.875,
13,13.0,817,1058,1.0,0.0,1.0,,2021,McLaren,,1,1,13.0,1.0,0.0,65.142,64.80799999999999,
14,17.0,839,1058,1.0,0.0,1.0,,2021,Alpine,,1,1,17.0,0.0,0.0,65.217,,
15,15.0,841,1058,1.0,0.0,1.0,,2021,Alfa Romeo,,1,1,15.0,1.0,0.0,65.092,64.913,
16,19.0,854,1058,1.0,0.0,2.0,,2021,Haas,,1,1,19.0,0.0,0.0,66.041,,
17,16.0,849,1058,1.0,0.0,3.0,,2021,Williams,,1,1,16.0,0.0,0.0,65.175,,
18,20.0,853,1058,1.0,0.0,3.0,,2021,Haas,,1,1,20.0,0.0,0.0,66.19200000000001,,
NC,10.0,847,1058,0.0,1.0,,,2021,Williams,,1,1,11.0,1.0,0.0,65.033,64.671,
NC,6.0,842,1058,0.0,1.0,,,2021,AlphaTauri,,1,1,6.0,1.0,1.0,64.765,64.429,64.236
1,1.0,830,1060,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,0,1,1.0,1.0,1.0,64.249,63.927,63.72
2,5.0,822,1060,1.0,0.0,0.0,17.973,2021,Mercedes,,0,1,5.0,1.0,1.0,64.563,64.376,64.049
3,2.0,846,1060,1.0,0.0,0.0,20.019,2021,McLaren,,0,1,2.0,1.0,1.0,64.345,64.415,63.768
4,4.0,1,1060,1.0,0.0,0.0,46.452,2021,Mercedes,,0,1,4.0,1.0,1.0,64.506,64.258,64.014
5,10.0,832,1060,1.0,0.0,0.0,57.144,2021,Ferrari,,0,1,11.0,1.0,0.0,64.596,64.559,
6,3.0,815,1060,1.0,0.0,0.0,57.915,2021,Red Bull Racing,,0,1,3.0,1.0,1.0,64.833,64.483,63.99
7,13.0,817,1060,1.0,0.0,0.0,60.395,2021,McLaren,,0,1,13.0,1.0,0.0,64.977,64.719,
8,12.0,844,1060,1.0,0.0,0.0,61.195,2021,Ferrari,,0,1,12.0,1.0,0.0,64.906,64.6,
9,6.0,842,1060,1.0,0.0,0.0,61.844,2021,AlphaTauri,,0,1,6.0,1.0,1.0,64.841,64.412,64.107
10,14.0,4,1060,1.0,0.0,1.0,,2021,Alpine,,0,1,14.0,1.0,0.0,64.472,64.856,
11,8.0,847,1060,1.0,0.0,1.0,,2021,Williams,,0,1,9.0,1.0,1.0,64.907,64.553,64.591
12,7.0,852,1060,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,7.0,1.0,1.0,64.967,64.518,64.273
13,9.0,840,1060,1.0,0.0,1.0,,2021,Aston Martin,,0,1,10.0,1.0,1.0,64.92699999999999,64.547,64.618
14,15.0,841,1060,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,15.0,1.0,0.0,64.782,65.083,
15,16.0,8,1060,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,16.0,0.0,0.0,65.009,,
16,18.0,849,1060,1.0,0.0,1.0,,2021,Williams,,0,1,18.0,0.0,0.0,65.195,,
17,11.0,20,1060,0.0,1.0,,,2021,Aston Martin,,0,1,8.0,1.0,1.0,64.846,64.493,64.57
18,19.0,854,1060,1.0,0.0,2.0,,2021,Haas,,0,1,19.0,0.0,0.0,65.42699999999999,,
19,20.0,853,1060,1.0,0.0,2.0,,2021,Haas,,0,1,20.0,0.0,0.0,65.951,,
NC,17.0,839,1060,0.0,1.0,,,2021,Alpine,,0,1,17.0,0.0,0.0,65.051,,
1,2.0,1,1061,1.0,0.0,0.0,0.0,2021,Mercedes,,0,1,1.0,1.0,1.0,86.786,86.023,86.134
2,4.0,844,1061,1.0,0.0,0.0,3.871,2021,Ferrari,,0,1,4.0,1.0,1.0,87.051,86.919,86.828
3,3.0,822,1061,1.0,0.0,0.0,11.215,2021,Mercedes,,0,1,3.0,1.0,1.0,87.487,86.764,86.328
4,5.0,846,1061,1.0,0.0,0.0,28.573,2021,McLaren,,0,1,6.0,1.0,1.0,87.444,87.22,86.89699999999999
5,6.0,817,1061,1.0,0.0,0.0,42.624,2021,McLaren,,0,1,7.0,1.0,1.0,87.32300000000001,87.125,86.899
6,10.0,832,1061,1.0,0.0,0.0,43.454,2021,Ferrari,,0,1,9.0,1.0,1.0,87.337,86.848,87.007
7,7.0,4,1061,1.0,0.0,0.0,72.093,2021,Alpine,,0,1,11.0,1.0,0.0,87.58,87.245,
8,14.0,840,1061,1.0,0.0,0.0,74.289,2021,Aston Martin,,0,1,15.0,1.0,0.0,88.017,87.66499999999999,
9,9.0,839,1061,1.0,0.0,0.0,76.162,2021,Alpine,,0,1,13.0,1.0,0.0,87.41499999999999,87.34,
10,,852,1061,1.0,0.0,0.0,82.065,2021,AlphaTauri,,0,1,16.0,0.0,0.0,88.043,,
11,11.0,842,1061,1.0,0.0,0.0,85.327,2021,AlphaTauri,,0,1,12.0,1.0,0.0,87.6,87.273,
12,12.0,847,1061,1.0,0.0,1.0,,2021,Williams,,0,1,8.0,1.0,1.0,87.67099999999999,87.08,86.971
13,15.0,841,1061,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,14.0,1.0,0.0,87.595,87.617,
14,17.0,849,1061,1.0,0.0,1.0,,2021,Williams,,0,1,18.0,0.0,0.0,88.254,,
15,13.0,8,1061,1.0,0.0,1.0,,2021,Alfa Romeo,,0,1,17.0,0.0,0.0,88.062,,
16,20.0,815,1061,1.0,0.0,1.0,,2021,Red Bull Racing,,0,1,5.0,1.0,1.0,87.121,87.07300000000001,86.844
17,19.0,853,1061,1.0,0.0,1.0,,2021,Haas,,0,1,20.0,0.0,0.0,89.051,,
18,18.0,854,1061,1.0,0.0,1.0,,2021,Haas,,0,1,19.0,0.0,0.0,88.738,,
NC,8.0,20,1061,0.0,1.0,,,2021,Aston Martin,,0,1,10.0,1.0,1.0,87.493,87.10300000000001,87.179
NC,1.0,830,1061,0.0,1.0,,,2021,Red Bull Racing,,0,1,2.0,1.0,1.0,86.751,86.315,86.209
1,8.0,839,1062,1.0,0.0,0.0,0.0,2021,Alpine,,1,1,8.0,1.0,1.0,77.367,76.76599999999999,76.65299999999999
DQ,10.0,20,1062,1.0,0.0,0.0,1.859,2021,Aston Martin,,1,1,10.0,1.0,1.0,77.105,76.794,76.75
2,1.0,1,1062,1.0,0.0,0.0,2.736,2021,Mercedes,,1,1,1.0,1.0,1.0,76.424,76.553,75.419
3,15.0,832,1062,1.0,0.0,0.0,15.018,2021,Ferrari,,1,1,15.0,0.0,0.0,76.649,,
4,9.0,4,1062,1.0,0.0,0.0,15.651,2021,Alpine,,1,1,9.0,1.0,1.0,77.123,76.541,76.715
5,5.0,842,1062,1.0,0.0,0.0,63.614,2021,AlphaTauri,,1,1,5.0,1.0,1.0,76.874,76.394,76.483
6,16.0,852,1062,1.0,0.0,0.0,75.803,2021,AlphaTauri,,1,1,16.0,0.0,0.0,77.919,,
7,18.0,849,1062,1.0,0.0,0.0,77.91,2021,Williams,,1,1,18.0,0.0,0.0,78.036,,
8,17.0,847,1062,1.0,0.0,0.0,79.094,2021,Williams,,1,1,17.0,0.0,0.0,77.944,,
9,3.0,830,1062,1.0,0.0,0.0,80.244,2021,Red Bull Racing,,1,1,3.0,1.0,1.0,76.214,75.65,75.84
10,13.0,8,1062,1.0,0.0,1.0,,2021,Alfa Romeo,,1,1,13.0,1.0,0.0,77.553,77.564,
11,11.0,817,1062,1.0,0.0,1.0,,2021,McLaren,,1,1,11.0,1.0,0.0,77.664,76.871,
12,20.0,854,1062,1.0,0.0,1.0,,2021,Haas,,1,1,20.0,0.0,0.0,,,
13,14.0,841,1062,1.0,0.0,1.0,,2021,Alfa Romeo,,1,1,14.0,1.0,0.0,77.776,77.583,
NC,19.0,853,1062,0.0,1.0,,,2021,Haas,,1,1,19.0,0.0,0.0,78.922,,
NC,6.0,846,1062,0.0,1.0,,,2021,McLaren,,1,1,6.0,1.0,1.0,77.081,76.385,76.489
NC,2.0,822,1062,0.0,1.0,,,2021,Mercedes,,1,1,2.0,1.0,1.0,76.569,76.702,75.734
NC,4.0,815,1062,0.0,1.0,,,2021,Red Bull Racing,,1,1,4.0,1.0,1.0,77.233,76.443,76.42099999999999
NC,7.0,844,1062,0.0,1.0,,,2021,Ferrari,,1,1,7.0,1.0,1.0,77.084,76.574,76.496
NC,12.0,840,1062,0.0,1.0,,,2021,Aston Martin,,1,1,12.0,1.0,0.0,77.038,76.893,
1,1.0,830,1063,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,1,0,1.0,1.0,1.0,118.717,116.559,119.765
2,2.0,847,1063,1.0,0.0,0.0,1.995,2021,Williams,,1,0,2.0,1.0,1.0,119.864,116.95,120.086
3,3.0,1,1063,1.0,0.0,0.0,2.601,2021,Mercedes,,1,0,3.0,1.0,1.0,119.218,116.229,120.099
4,4.0,817,1063,1.0,0.0,0.0,4.496,2021,McLaren,,1,0,4.0,1.0,1.0,121.583,117.127,120.864
5,5.0,20,1063,1.0,0.0,0.0,7.479,2021,Aston Martin,,1,0,5.0,1.0,1.0,120.175,116.814,120.935
6,6.0,842,1063,1.0,0.0,0.0,10.177,2021,AlphaTauri,,1,0,6.0,1.0,1.0,120.387,116.44,121.164
7,8.0,839,1063,1.0,0.0,0.0,11.579,2021,Alpine,,1,0,9.0,1.0,1.0,121.824,117.354,123.513
8,9.0,844,1063,1.0,0.0,0.0,12.608,2021,Ferrari,,1,0,11.0,1.0,0.0,120.728,117.721,
9,10.0,849,1063,1.0,0.0,0.0,15.484,2021,Williams,,1,0,12.0,1.0,0.0,120.966,118.056,
10,11.0,832,1063,1.0,0.0,0.0,16.166,2021,Ferrari,,1,0,13.0,1.0,0.0,121.184,118.137,
11,12.0,4,1063,1.0,0.0,0.0,20.59,2021,Alpine,,1,0,14.0,1.0,0.0,121.653,118.205,
12,13.0,822,1063,1.0,0.0,0.0,22.414,2021,Mercedes,,1,0,8.0,1.0,1.0,119.87,116.295,122.502
13,14.0,841,1063,1.0,0.0,0.0,24.163,2021,Alfa Romeo,,1,0,16.0,0.0,0.0,122.306,,
14,15.0,846,1063,1.0,0.0,0.0,27.109,2021,McLaren,,1,0,10.0,1.0,0.0,118.301,116.025,
15,16.0,852,1063,1.0,0.0,0.0,28.329,2021,AlphaTauri,,1,0,17.0,0.0,0.0,122.413,,
16,17.0,854,1063,1.0,0.0,0.0,29.507,2021,Haas,,1,0,18.0,0.0,0.0,123.973,,
17,18.0,853,1063,1.0,0.0,0.0,31.993,2021,Haas,,1,0,20.0,0.0,0.0,124.939,,
18,20.0,8,1063,1.0,0.0,0.0,36.054,2021,Alfa Romeo,,1,0,19.0,0.0,0.0,124.452,,
19,7.0,815,1063,1.0,0.0,0.0,38.205,2021,Red Bull Racing,,1,0,7.0,1.0,1.0,119.334,116.886,122.112
20,19.0,840,1063,1.0,0.0,0.0,44.108,2021,Aston Martin,,1,0,15.0,1.0,0.0,121.597,118.231,
1,1.0,830,1064,1.0,0.0,0.0,0.0,2021,Red Bull Racing,,0,1,1.0,1.0,1.0,70.036,69.071,68.885
2,2.0,1,1064,1.0,0.0,0.0,20.932,2021,Mercedes,,0,1,2.0,1.0,1.0,70.114,69.726,68.923
3,3.0,822,1064,1.0,0.0,0.0,56.46,2021,Mercedes,,0,1,3.0,1.0,1.0,70.219,69.769,69.222
4,4.0,842,1064,1.0,0.0,1.0,,2021,AlphaTauri,,0,1,4.0,1.0,1.0,70.274,69.541,69.478
5,5.0,844,1064,1.0,0.0,1.0,,2021,Ferrari,,0,1,5.0,1.0,1.0,69.82900000000001,69.437,69.527
